start,end,text,end_sec,page
49:10.040,49:12.240,데이터셋을 iterator로 만들어주고요.,2952.24,15
49:12.460,49:13.300,"한번 간단하게,",2953.3,15
49:13.340,49:15.040,"이 train iterator에 포함되어 있는,",2955.04,15
49:15.320,49:16.900,"첫 번째 배치를 확인한 뒤에,",2956.9,15
49:17.040,49:18.300,"하나의 문장에 대한 정보를,",2958.3,15
49:18.300,49:19.200,출력해 볼 수 있습니다.,2959.2,15
49:19.340,49:20.180,"확인해 보시면,",2960.18,15
49:20.360,49:21.900,"현재 배치에 포함되어 있는,",2961.9,15
49:21.960,49:23.120,"문장들 중에서,",2963.12,15
49:23.220,49:25.260,"가장 긴 문장의 시퀀스 길이가,",2965.26,15
49:25.360,49:26.480,35가 되겠고요.,2966.48,15
49:26.620,49:27.800,"현재 출력한 문장은,",2967.8,15
49:27.840,49:28.940,"이 배치에 포함되어 있는,",2968.94,15
49:28.980,49:30.020,첫 번째 문장이고요.,2970.02,15
49:30.220,49:30.780,"이런 식으로,",2970.78,15
49:30.960,49:32.240,"어떠한 문장이 들어가 있는데,",2972.24,15
49:32.620,49:33.980,"여기 이제 2번 같은 경우는,",2973.98,15
49:34.020,49:34.800,"sos가 되고,",2974.8,15
49:35.040,49:36.640,3번은 eos라고 했죠.,2976.64,15
49:36.760,49:39.420,"그래서 이제 sos와 eos 안에 포함되어 있는,",2979.42,15
49:39.580,49:41.060,"각각의 데이터가 실제,",2981.06,15
49:41.200,49:42.000,"하나하나씩,",2982.0,15
49:42.020,49:43.140,단어를 의미하는 거고요.,2983.14,15
49:43.380,49:43.720,"이제 이렇게,",2983.72,15
49:43.900,49:45.080,"eos가 나온 뒤에는,",2985.08,15
49:45.160,49:46.920,"뒤쪽에 다 padding 토큰이 붙어가지고,",2986.92,15
49:47.120,49:47.960,"의미가 없는,",2987.96,15
49:47.960,49:48.860,"토큰이라는 것을,",2988.86,15
49:48.920,49:50.200,알려줄 수 있도록 하는 것입니다.,2990.2,15
49:50.580,49:51.120,"이제 이런 식으로,",2991.12,15
49:51.300,49:52.360,"현재 배치에 있는,",2992.36,15
49:52.420,49:53.900,"하나의 문장에 포함된 정보를,",2993.9,15
49:53.960,49:54.620,출력할 수 있습니다.,2994.62,15
49:54.860,49:55.920,"이때 이 값은,",2995.92,15
49:55.960,49:57.180,"시퀀스 length가 되기 때문에,",2997.18,15
49:57.360,49:59.060,"우리는 첫 번째 문장에 있는,",2999.06,15
49:59.260,49:59.980,"각각의 단어들을,",2999.98,15
50:00.060,50:01.580,출력하도록 만들 수가 있는 것입니다.,3001.58,15
50:02.000,50:02.640,"이제 그래서 실제로,",3002.64,15
50:03.080,50:04.300,"트레이스프머의 논문과,",3004.3,15
50:04.380,50:05.280,"최대한 유사하게,",3005.28,15
50:05.400,50:07.080,"각각의 아키텍처를 정의해서,",3007.08,15
50:07.360,50:08.640,모델을 학습할 수가 있는데요.,3008.64,15
50:08.940,50:09.600,"가장 먼저,",3009.6,15
50:09.820,50:10.840,multi-head attention입니다.,3010.84,15
50:11.080,50:11.900,"확인해 보시면 이렇게,",3011.9,15
50:12.120,50:13.900,attention을 3가지 요소로 입력으로 봤고요.,3013.9,15
50:14.140,50:15.660,Query와 Key와 Value입니다.,3015.66,15
50:15.660,50:16.520,"기본적으로,",3016.52,15
50:16.540,50:17.920,"Query, Key, Value의 차원들은,",3017.92,15
50:18.020,50:18.340,"모두,",3018.34,15
50:18.400,50:19.520,"d 모델을,",3019.52,15
50:19.540,50:20.700,"h로 나눈 값으로,",3020.7,15
50:20.780,50:22.400,"차원을 모두 같도록 만들면,",3022.4,15
50:22.520,50:23.840,간단하게 정의할 수 있습니다.,3023.84,15
50:24.080,50:25.660,"이렇게 파라미터로 3개를 봤는데,",3025.66,15
50:25.900,50:27.040,"먼저 Hidden Dimension은,",3027.04,15
50:27.060,50:27.840,"하나의 단어에 대한,",3027.84,15
50:27.900,50:28.740,인베딩이 되겠고요.,3028.74,15
50:29.020,50:29.420,"이때,",3029.42,15
50:29.520,50:30.220,"n-head는,",3030.22,15
50:30.340,50:31.640,말 그대로 h가 되겠습니다.,3031.64,15
50:31.920,50:33.100,"즉, 헤드의 개수가 되는 거고,",3033.1,15
50:33.380,50:33.680,"그 다음에,",3033.68,15
50:33.840,50:34.700,"드랍아웃 레이셔는,",3034.7,15
50:34.840,50:36.260,"별도의 정교화 테크닉으로,",3036.26,15
50:36.420,50:37.760,"드랍아웃을 적용할 때의,",3037.76,15
50:37.800,50:39.140,비율을 설정하는 것입니다.,3039.14,15
50:39.440,50:40.300,"참고로 여기에서,",3040.3,15
50:40.440,50:41.820,"우리가 앞서 공부했을 때는,",3041.82,15
50:41.820,50:44.020,"각각의 Query와 Key, Value들은,",3044.02,15
50:44.020,50:44.980,"Hidden Dimension에서,",3044.98,15
50:45.080,50:46.560,"이 Key의 차원으로,",3046.56,15
50:46.640,50:48.240,바뀌어진다고 말씀을 드렸는데요.,3048.24,15
50:48.400,50:49.280,"실제로 구현할 때는,",3049.28,15
50:49.340,50:49.980,"이와 같이 그냥,",3049.98,15
50:50.060,50:50.900,"Hidden Dimension을,",3050.9,15
50:50.920,50:51.700,"Hidden Dimension으로,",3051.7,15
50:51.800,50:53.080,"맵핑하도록 만든 다음에,",3053.08,15
50:53.300,50:54.520,"이 결과 Dimension을,",3054.52,15
50:54.560,50:55.680,"h의 개로 쪼개서,",3055.68,15
50:55.740,50:56.520,사용할 수 있는 겁니다.,3056.52,15
50:56.880,50:57.960,"자, 그래서 확인해 보시면은,",3057.96,15
50:58.000,50:59.300,"각 헤드에 포함되어 있는,",3059.3,15
50:59.560,51:00.500,"그 인베딩 차원은,",3060.5,15
51:00.540,51:01.560,"Head Dimension이라고 해서,",3061.56,15
51:01.820,51:03.540,"이 단어들의 인베딩 차원을,",3063.54,15
51:03.560,51:05.940,h로 나눈 값을 사용하도록 만듭니다.,3065.94,15
51:06.020,51:06.980,"또한, Scale 값도,",3066.98,15
51:07.020,51:08.620,"앞서 설명했던 내용과 마찬가지로,",3068.62,15
51:08.620,51:10.960,"각각의 Query와 Key와 Value에 해당하는,",3070.96,15
51:11.020,51:11.720,"그 값에,",3071.72,15
51:11.860,51:13.040,"Root를 씌운 값을,",3073.04,15
51:13.160,51:14.200,"나중에 나눠주어서,",3074.2,15
51:14.360,51:16.440,Softmax에 넣어줄 수 있도록 만듭니다.,3076.44,15
51:16.500,51:17.120,"그래서 이때,",3077.12,15
51:17.160,51:19.060,"각각 Query와 Key, Value가 들어오는데요.",3079.06,15
51:19.240,51:20.220,"이때 Query Length는,",3080.22,15
51:20.260,51:21.300,단어의 개수가 되겠죠.,3081.3,15
51:21.540,51:21.960,"그래서,",3081.96,15
51:22.040,51:22.720,"이와 같이,",3082.72,15
51:22.840,51:24.500,"각각 Query와 Key, Value로,",3084.5,15
51:24.540,51:25.200,"그대로 다,",3085.2,15
51:25.320,51:26.340,맵핑을 해주고요.,3086.34,15
51:26.520,51:27.300,"이때 여기에서,",3087.3,15
51:27.420,51:27.720,"우리는,",3087.72,15
51:27.880,51:29.720,"이러한 Query와 Key의 Value의,",3089.72,15
51:29.780,51:30.620,"결과 값들을,",3090.62,15
51:30.760,51:31.460,"h개로,",3091.46,15
51:31.540,51:32.820,나눠 사용할 수 있는 것입니다.,3092.82,15
51:33.120,51:34.620,"즉, h개 각각마다,",3094.62,15
51:34.640,51:36.400,"Head Dimension만큼의 크기로,",3096.4,15
51:36.520,51:38.060,"차원을 가지도록 만들어서,",3098.06,15
51:38.220,51:38.600,"앞서,",3098.6,15
51:38.620,51:39.580,"확인했던 그림에서,",3099.58,15
51:39.700,51:40.040,"이렇게,",3100.04,15
51:40.160,51:42.060,"Linear를 각각 거친 값을,",3102.06,15
51:42.140,51:43.200,뽑아낼 수가 있는 것입니다.,3103.2,15
51:43.600,51:43.960,"이제 그래서,",3103.96,15
51:44.140,51:45.360,"각각 h개,",3105.36,16
51:45.460,51:45.880,"Value,",3105.88,16
51:46.100,51:46.400,"Key,",3106.4,16
51:46.580,51:47.100,"Query들을,",3107.1,16
51:47.200,51:48.520,만든 것과 마찬가지입니다.,3108.52,16
51:48.740,51:49.280,"이제 그렇게,",3109.28,15
51:49.440,51:50.600,"나누어진 상태에서,",3110.6,15
51:50.840,51:52.100,"각각의 Head마다,",3112.1,15
51:52.140,51:53.180,"Query와 Key를,",3113.18,15
51:53.240,51:54.680,"서로 곱하도록 만들어주고,",3114.68,15
51:54.800,51:55.860,스케일로 나눠줍니다.,3115.86,15
51:56.060,51:56.660,"그래서 이렇게,",3116.66,15
51:56.860,51:57.780,"에너지를 구한 다음에,",3117.78,15
51:57.960,51:58.520,"필요하다면,",3118.52,15
51:58.560,52:00.020,마스크를 씌울 수 있다고 했었죠.,3120.02,15
52:00.160,52:00.520,"이때,",3120.52,15
52:00.640,52:02.360,"마스크 값이 0인 부분을 전부 다,",3122.36,15
52:02.460,52:04.660,"Minus 무한에 가까운 값으로 넣어주어서,",3124.66,15
52:04.860,52:07.120,"실제로 Softmax에 들어간 결과 값이,",3127.12,15
52:07.160,52:08.600,"거의 0%가 될 수 있도록,",3128.6,15
52:08.600,52:09.340,만드는 거고요.,3129.34,15
52:09.400,52:09.920,"이제 그래서,",3129.92,15
52:10.080,52:11.600,"Softmax를 취한 다음에,",3131.6,15
52:11.800,52:12.760,"그렇게 나오게 된,",3132.76,15
52:12.820,52:14.300,"Attention 가중치 값들을,",3134.3,15
52:14.420,52:16.160,"실제로 V값과 곱해서,",3136.16,15
52:16.280,52:17.420,"Attention Value 값들을,",3137.42,15
52:17.520,52:19.260,결과적으로 만들어줄 수가 있는 거고요.,3139.26,15
52:19.420,52:20.240,"이제 얘를 다시,",3140.24,15
52:20.400,52:21.720,"일자로 쭉 늘어뜨려서,",3141.72,15
52:21.920,52:23.080,"Concat을 수행한 것과,",3143.08,15
52:23.120,52:25.020,동일한 결과를 뽑을 수 있도록 만듭니다.,3145.02,15
52:25.100,52:26.560,"그래서 결과적으로 마지막에,",3146.56,15
52:26.620,52:28.320,"Output Linear 함수를 거쳐서,",3148.32,15
52:28.400,52:29.500,"결과를 뽑아내고,",3149.5,15
52:29.640,52:31.480,"그리고 Attention Score 값은 따로,",3151.48,15
52:31.500,52:32.760,"또 출력하도록 만들어서,",3152.76,15
52:32.900,52:33.220,"나중에,",3153.22,15
52:33.400,52:35.260,시각화를 수행할 수 있도록 만듭니다.,3155.26,15
52:35.340,52:35.760,"이어서,",3155.76,15
52:35.860,52:37.920,Pointwise Feed-For architecture 인데요.,3157.92,15
52:37.940,52:38.580,"마찬가지로,",3158.58,15
52:38.600,52:40.900,"이렇게 Hidden Dimension 만큼의 차원이 들어왔을 때,",3160.9,15
52:40.960,52:43.780,Hidden Dimension으로 그대로 내보낸다는 점이 특징이고요.,3163.78,15
52:43.880,52:45.800,"즉, 입력과 출력의 차원이 동일합니다.",3165.8,15
52:46.040,52:46.640,"이제 이어서,",3166.64,15
52:46.680,52:47.620,"앞에 정의했던,",3167.62,15
52:47.760,52:50.000,"Attention 과 Feed-For Layer에 대한,",3170.0,15
52:50.120,52:51.120,"클래스를 이용해서,",3171.12,15
52:51.240,52:54.180,실제로 하나의 인코더 레이어의 아키텍처를 정의할 수가 있는데요.,3174.18,15
52:54.480,52:56.500,마찬가지로 입력과 출력의 차원이 같고요.,3176.5,15
52:56.840,52:57.480,"그 다음에 이제,",3177.48,15
52:57.520,52:59.260,"이렇게 정의된 인코더 레이어를,",3179.26,15
52:59.400,53:01.140,"실제로는 여러 번 중첩해서,",3181.14,15
53:01.300,53:03.100,하나의 전체 인코더에 들어가게 됩니다.,3183.1,15
53:03.380,53:05.420,"자, 그래서 인코더 레이어를 확인해 보시면은,",3185.42,15
53:05.480,53:08.180,"4개의 실질적인 레이어가 들어가 있는 걸,",3188.18,15
53:08.200,53:08.580,확인할 수 있습니다.,3188.58,15
53:08.580,53:08.980,확인할 수 있는데요.,3188.98,15
53:09.260,53:10.540,"여기 그림을 확인해 보시면,",3190.54,16
53:10.740,53:11.860,"실제 인코더 레이어는,",3191.86,16
53:11.900,53:13.660,"말씀드렸듯이 Attention 이후에,",3193.66,16
53:13.680,53:15.520,"residual connection과 normalization,",3195.52,16
53:15.880,53:17.340,"그 다음에 Feed-For Layer와,",3197.34,16
53:17.420,53:19.640,"다시 한 번 residual connection과 normalization,",3199.64,16
53:19.860,53:21.320,수행을 한다고 말씀을 드렸죠.,3201.32,16
53:21.440,53:23.340,"그래서 각각의 레이어가 이렇게 4개,",3203.34,15
53:23.380,53:24.720,차례대로 들어가 있는 거고요.,3204.72,15
53:24.840,53:25.500,"가장 먼저,",3205.5,15
53:25.660,53:27.380,"하나의 입력 값이 들어왔을 때,",3207.38,15
53:27.480,53:28.240,"그 입력 값을,",3208.24,15
53:28.320,53:30.480,"Query랑 Key Value로 그대로 복제해서,",3210.48,15
53:30.560,53:32.200,같은 값들을 넣어주도록 만들고요.,3212.2,15
53:32.340,53:34.080,"우리가 특정 단어에 대해서는,",3214.08,15
53:34.120,53:35.860,"Attention을 수행하지 않도록 하기 위해서,",3215.86,15
53:36.120,53:37.660,Mask Vector를 씌울 수 있다고 했습니다.,3217.66,15
53:37.660,53:39.040,"그대로 건너온,",3219.04,15
53:39.080,53:40.680,"입력 Embedding Matrix와,",3220.68,15
53:40.720,53:42.740,Mask를 그대로 넣을 수 있도록 하는 거고요.,3222.74,15
53:42.860,53:43.980,"그래서 가장 먼저 이렇게,",3223.98,15
53:44.140,53:45.400,"Self-Attention을 수행해서,",3225.4,15
53:45.500,53:46.400,"결과을 뽑아낸 뒤에,",3226.4,15
53:46.560,53:48.040,"구해진 값을 더해줘서,",3228.04,15
53:48.180,53:49.700,"residual connection을 수행한 뒤에,",3229.7,15
53:49.980,53:52.120,"실제로 normalization을 수행한 결과가,",3232.12,15
53:52.160,53:53.100,나올 수 있도록 하고요.,3233.1,15
53:53.240,53:54.140,"이제 마찬가지로,",3234.14,15
53:54.220,53:55.840,"Feed-For Layer를 거친 다음에,",3235.84,15
53:56.100,53:58.300,"다시 한 번 residual connection을 거쳐서,",3238.3,15
53:58.460,54:00.840,만들어진 Output을 내보내는 걸 확인할 수 있습니다.,3240.84,15
54:01.080,54:03.000,"그래서 실제 인코더 아키텍처에서는,",3243.0,15
54:03.200,54:05.160,"이렇게 앞서 정의했던 인코더 레이어를,",3245.16,15
54:05.280,54:07.640,총 N Layer만큼 반복해서 써봅시다.,3247.64,15
54:07.640,54:07.640,"자,",3247.64,15
54:07.660,54:08.360,"이렇게 해서,",3248.36,15
54:08.360,54:09.940,"인코더 파트에서,",3249.94,15
54:10.140,54:12.100,"실제 단어들의 개수에 해당하는,",3252.1,15
54:12.140,54:13.380,"Input Dimension에 해당하는,",3253.38,15
54:13.480,54:14.880,"Matrix가 들어왔을 때,",3254.88,15
54:14.960,54:16.340,전부 다 Embedding 차원으로 바꿔주고요.,3256.34,15
54:17.180,54:18.740,"그 다음 또 추가적으로 여기에서,",3258.74,15
54:18.860,54:19.820,"바로 이 부분이,",3259.82,15
54:19.940,54:22.400,실제 논문과는 다르게 구현된 부분이라고 할 수 있습니다.,3262.4,15
54:22.620,54:23.460,"현재 코드에서는,",3263.46,15
54:23.600,54:24.700,"원본 논문과 다르게,",3264.7,15
54:24.820,54:27.260,위치 Embedding을 직접 학습하는 형태로 구현합니다.,3267.26,15
54:27.460,54:28.620,"즉 특정 파라미터로,",3268.62,15
54:28.640,54:29.460,"이미 정해져 있는,",3269.46,15
54:29.640,54:31.700,"Sine과 Cosine 함수를 사용하는 것이 아니라,",3271.7,15
54:31.880,54:34.480,"이런 위치 Embedding을 학습하도록 만들어도,",3274.48,15
54:34.600,54:36.380,"비슷한 결과를 내보낼 수 있기 때문에,",3276.38,15
54:36.560,54:37.520,"본 코드에서는 이렇게,",3277.52,15
54:37.640,54:37.640,"이렇게,",3277.64,15
54:37.660,54:39.780,"Embedding 값을 학습하는 레이어로서,",3279.78,15
54:39.820,54:42.100,"별도의 학습 레이어로서 사용할 수 있다고,",3282.1,15
54:42.240,54:43.140,보여주는 것입니다.,3283.14,15
54:43.340,54:45.300,"또한 이제 실제로 Mask 값은,",3285.3,15
54:45.340,54:46.440,"이 Padding 토큰에 대해서,",3286.44,15
54:46.580,54:48.480,0 값이 들어가는 형태로 만들어지는데요.,3288.48,15
54:49.120,54:49.760,"말씀드렸듯이,",3289.76,15
54:49.760,54:50.800,"하나의 배치 안에는,",3290.8,15
54:50.920,54:52.580,"여러 개의 입력 문장이 들어가 있는데,",3292.58,15
54:52.940,54:54.420,"이때 짧은 문장에 대해서는,",3294.42,15
54:54.440,54:56.200,뒤쪽에 Padding 토큰으로 채워진다고 했습니다.,3296.2,15
54:56.480,54:57.120,"그렇기 때문에,",3297.12,15
54:57.260,54:58.460,"Padding 토큰에 대해서는,",3298.46,15
54:58.520,55:00.500,"그 문장에 포함되어 있는 단어들끼리,",3300.5,15
55:00.600,55:01.700,"Attention을 수행할 때,",3301.7,15
55:01.800,55:04.000,"Padding 토큰은 무시하도록 만들어야 하기 때문에,",3304.0,15
55:04.300,55:05.580,"이렇게 Padding 토큰에 대해서,",3305.58,15
55:05.580,55:07.600,Mask를 씌워준다고 보시면 되겠습니다.,3307.6,15
55:07.880,55:08.680,"자 그래서 먼저,",3308.68,15
55:08.760,55:11.200,"맨 처음에 Input Dimension으로 입력이 들어왔을 때,",3311.2,15
55:11.280,55:13.060,"실제 Embedding 차원으로 바꿔주고,",3313.06,15
55:13.240,55:16.280,"거기다가 위치에 대한 정보 값을 더해주도록 만들기 위해서,",3316.28,15
55:16.440,55:19.020,별도의 Force Embedding 레이어를 추가해 준 거고요.,3319.02,15
55:19.140,55:21.820,"이제 Encoder 레이어는 반복적으로 중첩돼서,",3321.82,15
55:21.840,55:22.960,"사용이 되기 때문에,",3322.96,15
55:23.100,55:24.440,"Module List를 이용해서,",3324.44,15
55:24.500,55:26.760,N 레이어만큼 반복할 수 있도록 만듭니다.,3326.76,15
55:26.860,55:28.820,"그래서 처음에 입력이 들어왔을 때,",3328.82,15
55:28.940,55:31.440,이 배치 사이즈는 말 그대로 문장의 개수가 되겠고요.,3331.44,15
55:31.600,55:32.500,"이 Source Length는,",3332.5,15
55:32.500,55:33.660,"각 문장들 중에서,",3333.66,15
55:33.800,55:35.560,"단어의 개수가 가장 많은 문장,",3335.56,15
55:35.580,55:36.900,단어의 개수가 되겠습니다.,3336.9,15
55:37.200,55:37.760,"이제 그래서,",3337.76,15
55:37.940,55:39.880,"Positional Encoding은 차례대로 0부터,",3339.88,15
55:40.020,55:43.400,"가장 긴 문장에 해당하는 번호까지 들어갈 수 있도록 만들고,",3343.4,15
55:43.520,55:46.680,"이제 그것을 각각의 문장마다 적용하도록 만들기 위해서,",3346.68,15
55:46.860,55:47.680,리핏을 수행합니다.,3347.68,15
55:47.860,55:48.760,"그래서 결과적으로,",3348.76,15
55:48.940,55:50.060,"입력 Embedding 값에,",3350.06,15
55:50.140,55:52.700,"그러한 위치에 대한 정보가 포함된 데이터를,",3352.7,15
55:52.760,55:54.800,실제 입력 값으로 사용을 해주는 거고요.,3354.8,15
55:54.920,55:56.480,"그래서 그러한 입력 값이,",3356.48,15
55:56.520,55:58.720,"여러 개의 레이어를 반복적으로 거치면서,",3358.72,15
55:58.960,56:01.480,"순전파, 즉 Forward를 수행할 수 있도록 만듭니다.",3361.48,15
56:01.580,56:03.840,"마지막 Encoder 레이어에서 나오게 된,",3363.84,15
56:03.940,56:05.040,"그 출력 값을,",3365.04,15
56:05.040,56:07.360,결과적으로 사용할 수 있도록 만드는 것입니다.,3367.36,15
56:07.520,56:08.080,"이어서,",3368.08,15
56:08.100,56:10.380,Decoder 레이어의 아키텍처를 확인해 보겠습니다.,3370.38,15
56:10.680,56:11.320,"마찬가지로,",3371.32,15
56:11.320,56:12.780,입력과 출력의 차원이 같고요.,3372.78,15
56:12.940,56:14.640,"그래서 Transformer의 Decoder는,",3374.64,15
56:14.640,56:15.680,"이러한 Decoder 레이어를,",3375.68,15
56:15.760,56:17.920,여러 번 중첩해서 사용한다고 말씀드렸죠.,3377.92,15
56:18.060,56:18.720,"또한 내부적으로,",3378.72,15
56:18.940,56:22.000,두 개의 Multi-Add Attention이 사용된다고 말씀드렸습니다.,3382.0,15
56:22.300,56:23.540,하나는 Self-Attention이고요.,3383.54,15
56:23.660,56:24.440,"그리고 하나는,",3384.44,15
56:24.440,56:26.300,"Encoder에 대한 정보를 받아오기 위한,",3386.3,15
56:26.400,56:28.520,Encoder Decoder Attention이라고 말씀드렸습니다.,3388.52,15
56:28.740,56:29.900,"그래서 내용을 확인해 보시면,",3389.9,15
56:30.160,56:32.380,총 6개의 레이어가 사용되는 걸 알 수 있고요.,3392.38,15
56:32.680,56:34.320,이는 여기 그림과 마찬가지입니다.,3394.32,16
56:34.520,56:35.020,"Self-Attention이,",3395.02,16
56:35.040,56:35.840,"Self-Attention 이후에,",3395.84,16
56:35.840,56:36.940,"Residual Connection,",3396.94,16
56:37.020,56:37.480,"그 다음에,",3397.48,16
56:37.580,56:39.100,"Encoder Decoder Attention 이후에,",3399.1,16
56:39.120,56:40.680,"Residual Connection 이후에,",3400.68,16
56:40.700,56:41.740,"Feed-forward 레이어와,",3401.74,16
56:41.780,56:43.760,"Residual Connection을 한 번 더 거쳐서,",3403.76,16
56:43.820,56:45.420,결과를 뽑아낼 수 있도록 만듭니다.,3405.42,16
56:45.520,56:46.400,"이제 이러한 레이어가,",3406.4,16
56:46.400,56:48.140,N번만큼 중첩되어 쓰이고요.,3408.14,16
56:48.340,56:50.440,"그렇게 마지막 레이어에서 나오게 된 출력 값이,",3410.44,16
56:50.500,56:53.140,실제 출력 문장에 대한 정보를 가지고 있다고 했죠.,3413.14,16
56:53.380,56:53.980,"따라서,",3413.98,16
56:54.000,56:55.700,"이와 같이 6가지 레이어를 전부,",3415.7,15
56:55.700,56:57.280,초기화할 수 있도록 만들어 주었고요.,3417.28,15
56:57.440,56:58.760,"이제 이렇게 가장 먼저,",3418.76,15
56:58.940,57:00.180,Self-Attention을 수행합니다.,3420.18,15
57:00.420,57:00.980,"그렇기 때문에,",3420.98,15
57:01.120,57:02.140,"Query와 Key Value는,",3422.14,15
57:02.140,57:04.460,모두 자기 자신을 넣을 수 있도록 만들어 주고요.,3424.46,15
57:04.560,57:05.320,"그 다음 이후에,",3425.32,15
57:05.320,57:06.720,"Residual Connection을 수행한 뒤에,",3426.72,15
57:06.940,57:08.960,"그 다음 Encoder에서 정보를 가져오는,",3428.96,15
57:08.980,57:10.660,Encoder Decoder Attention을 수행하는데요.,3430.66,15
57:10.900,57:11.360,"이때,",3431.36,15
57:11.440,57:12.060,"Query는,",3432.06,15
57:12.100,57:13.680,"바로 Decoder에 포함되어 있는,",3433.68,15
57:13.740,57:15.600,출력 단어들에 대한 정보가 되겠고요.,3435.6,15
57:15.900,57:16.540,"Encoder에서,",3436.54,15
57:16.660,57:18.460,"가장 마지막 출력 값으로 나온,",3438.46,15
57:18.580,57:20.960,그 값을 Key로 사용하는 것을 알 수 있습니다.,3440.96,15
57:21.200,57:22.060,"그래서 결과적으로,",3442.06,15
57:22.200,57:23.080,"이렇게 정의된,",3443.08,15
57:23.160,57:24.720,"Decoder Layer Architecture를 이용해서,",3444.72,15
57:24.920,57:26.460,"전체 Decoder Architecture에서는,",3446.46,15
57:26.640,57:29.380,그러한 Decoder Layer를 여러 번 중첩해서 사용하고요.,3449.38,15
57:29.520,57:30.900,"이제 원본 논문과는 다르게,",3450.9,15
57:30.960,57:31.640,"마찬가지로,",3451.64,15
57:31.640,57:32.460,"위치 임베딩을,",3452.46,15
57:32.520,57:34.460,"우리가 별도로 학습하는 형태로 구현을 해서,",3454.46,15
57:34.660,57:37.480,이 Sine 함수와 Cosine 함수를 사용하지 않도록 만들 것입니다.,3457.48,15
57:37.660,57:39.180,"또한 참고로 말씀드렸듯이,",3459.18,15
57:39.180,57:40.140,"이 Target 문장에서,",3460.14,15
57:40.260,57:41.040,"각각의 단어는,",3461.04,15
57:41.080,57:42.780,"다음 단어가 무엇인지 알 수 없도록,",3462.78,15
57:42.800,57:43.100,"즉,",3463.1,15
57:43.100,57:45.180,"이전에 출력한 단어만 볼 수 있도록 하기 위해서,",3465.18,15
57:45.380,57:47.480,별도의 Mask Vector를 사용할 수 있다고 했습니다.,3467.48,15
57:47.980,57:48.360,"자, 그래서,",3468.36,15
57:48.460,57:49.280,"아까랑 동일하게,",3469.28,15
57:49.380,57:50.660,"단어의 개수와 같은,",3470.66,15
57:50.760,57:51.500,"그 Dimension을,",3471.5,15
57:51.540,57:53.200,임베딩 차원으로 바꾸어 주고요.,3473.2,15
57:53.380,57:54.220,"그 다음 마찬가지로,",3474.22,15
57:54.220,57:55.520,"위치에 대한 정보를 주기 위해서,",3475.52,15
57:55.920,57:57.680,"전체 Sequence의 Length에 해당하는,",3477.68,15
57:57.800,57:58.520,"Dimension을,",3478.52,15
58:01.640,58:03.260,"이러한 Decoder 레이어는 반복적으로,",3483.26,15
58:03.320,58:05.480,중첩해 사용할 수 있다고 말씀드렸습니다.,3485.48,15
58:05.800,58:07.660,"자, 그래서 실제로 Fold를 수행할 때,",3487.66,15
58:07.880,58:10.680,"Encoder의 마지막 레이어에서 나오게 된 출력 값과,",3490.68,15
58:10.700,58:12.920,실제로 Target 문장에 대한 정보를 받고요.,3492.92,15
58:13.240,58:14.900,"마찬가지로 Target 문장 또한,",3494.9,15
58:14.920,58:16.640,"즉, 출력하기 위한 문장 또한,",3496.64,15
58:16.660,58:18.780,"0부터 그 단어의 개수까지에 대한,",3498.78,15
58:18.920,58:20.660,"위치에 대한 정보가 담겨야 하기 때문에,",3500.66,15
58:20.900,58:22.240,"하나의 Tensor를 초기화한 뒤에,",3502.24,15
58:22.460,58:23.460,"각 문장에 대해서,",3503.46,15
58:23.580,58:25.520,모두 동일하게 적용할 수 있도록 만듭니다.,3505.52,15
58:25.600,58:26.000,"그래서,",3506.0,15
58:26.100,58:27.480,"문장이 임베딩 값에,",3507.48,15
58:27.580,58:29.060,"위치에 대한 정보를 더한 것을,",3509.06,15
58:29.280,58:30.600,실제 입력으로 사용을 하고요.,3510.6,15
58:30.660,58:31.040,"그래서,",3511.04,15
58:31.040,58:32.860,"Decoder 레이어를 여러 번 거친 다음에,",3512.86,15
58:33.020,58:34.860,"마지막에 나오게 된 Output 값에,",3514.86,15
58:35.000,58:37.820,"출력을 위한 Linear 레이어를 거치도록 만들어서,",3517.82,15
58:37.920,58:39.980,결과적인 Output 값을 뽑아낼 수 있습니다.,3519.98,15
58:40.180,58:40.640,"그래서,",3520.64,15
58:40.720,58:42.600,"결과적인 Transformer Architecture는 이렇게,",3522.6,15
58:42.880,58:44.320,"전체 Encoder Architecture와,",3524.32,15
58:44.400,58:46.080,"전체 Decoder Architecture를 받아서,",3526.08,15
58:46.340,58:48.320,"입력 문장에 따라서 Mask를 붙여서,",3528.32,15
58:48.360,58:50.400,실제 결과를 뽑아낼 수 있도록 만듭니다.,3530.4,15
58:50.640,58:52.180,"이때, Source 문장 같은 경우는,",3532.18,15
58:52.220,58:54.780,"패딩 토큰에 대해서만 Mask 값을 0으로 설정해서,",3534.78,15
58:54.840,58:55.800,학습하도록 만들고요.,3535.8,15
58:55.980,58:57.600,"이때, Target 문장 또한 마찬가지로,",3537.6,15
58:57.640,58:59.160,"우리가 학습을 진행하는 과정에서,",3539.16,15
58:59.300,59:01.020,"다음 단어가 무엇인지 알 수 없도록 하는,",3541.02,15
59:01.020,59:02.220,"학습하기 위해서 마찬가지로,",3542.22,15
59:02.220,59:03.540,Mask 행렬을 사용할 수 있습니다.,3543.54,15
